time,pres_1,temp_1,pres_2,temp_2
-30.0,89.383,20.44,8.743,20.44
-29.9,89.383,20.44,8.743,20.44
-29.8,89.367,20.44,8.766,20.44
-29.7,89.367,20.44,8.743,20.44
-29.6,89.383,20.44,8.743,20.44
-29.5,89.383,20.44,8.743,20.44
-29.4,89.407,20.44,8.719,20.44
-29.3,89.407,20.44,8.743,20.44
-29.2,89.407,20.44,8.743,20.44
-29.1,89.383,20.44,8.766,20.44
-29.0,89.407,20.44,8.743,20.44
-28.9,89.407,20.44,8.743,20.44
-28.8,89.407,20.44,8.743,20.44
-28.7,89.407,20.44,8.743,20.44
-28.6,89.383,20.44,8.743,20.44
-28.5,89.383,20.44,8.743,20.44
-28.4,89.383,20.44,8.743,20.44
-28.3,89.383,20.44,8.766,20.44
-28.2,89.383,20.44,8.766,20.44
-28.1,89.407,20.44,8.743,20.44
-28.0,89.407,20.44,8.743,20.44
-27.9,89.383,20.44,8.743,20.44
-27.8,89.407,20.44,8.766,20.44
-27.7,89.367,20.44,8.743,20.44
-27.6,89.383,20.44,8.766,20.44
-27.5,89.383,20.44,8.743,20.44
-27.4,89.383,20.44,8.743,20.44
-27.3,89.407,20.44,8.766,20.44
-27.2,89.383,20.44,8.743,20.44
-27.1,89.383,20.44,8.743,20.44
-27.0,89.407,20.44,8.743,20.44
-26.9,89.383,20.44,8.766,20.44
-26.8,89.407,20.44,8.743,20.44
-26.7,89.383,20.44,8.743,20.44
-26.6,89.383,20.44,8.766,20.44
-26.5,89.383,20.44,8.743,20.44
-26.4,89.383,20.44,8.743,20.44
-26.3,89.407,20.44,8.743,20.44
-26.2,89.383,20.44,8.743,20.44
-26.1,89.383,20.44,8.743,20.44
-26.0,89.407,20.44,8.743,20.44
-25.9,89.383,20.44,8.743,20.44
-25.8,89.407,20.44,8.766,20.44
-25.7,89.407,20.44,8.790,20.44
-25.6,89.407,20.44,8.743,20.44
-25.5,89.407,20.44,8.766,20.44
-25.4,89.383,20.44,8.766,20.44
-25.3,89.383,20.44,8.743,20.44
-25.2,89.383,20.44,8.743,20.44
-25.1,89.383,20.44,8.743,20.44
-25.0,89.383,20.44,8.766,20.44
-24.9,89.407,20.44,8.743,20.44
-24.8,89.383,20.44,8.766,20.44
-24.7,89.383,20.44,8.743,20.44
-24.6,89.383,20.44,8.743,20.44
-24.5,89.383,20.44,8.743,20.44
-24.4,89.407,20.44,8.766,20.44
-24.3,89.407,20.44,8.766,20.44
-24.2,89.407,20.44,8.766,20.44
-24.1,89.383,20.44,8.766,20.44
-24.0,89.407,20.44,8.743,20.44
-23.9,89.407,20.44,8.743,20.44
-23.8,89.407,20.44,8.743,20.44
-23.7,89.407,20.44,8.766,20.44
-23.6,89.407,20.44,8.766,20.44
-23.5,89.407,20.44,8.766,20.44
-23.4,89.407,20.44,8.766,20.44
-23.3,89.383,20.44,8.743,20.44
-23.2,89.383,20.44,8.743,20.44
-23.1,89.407,20.44,8.766,20.44
-23.0,89.383,20.44,8.719,20.44
-22.9,89.383,20.44,8.766,20.44
-22.8,89.383,20.44,8.766,20.44
-22.7,89.407,20.44,8.766,20.44
-22.6,89.383,20.44,8.743,20.44
-22.5,89.407,20.44,8.743,20.44
-22.4,89.407,20.44,8.766,20.44
-22.3,89.383,20.44,8.743,20.44
-22.2,89.383,20.44,8.766,20.44
-22.1,89.407,20.44,8.743,20.44
-22.0,89.383,20.44,8.743,20.44
-21.9,89.407,20.44,8.743,20.44
-21.8,89.407,20.44,8.743,20.44
-21.7,89.407,20.44,8.790,20.44
-21.6,89.407,20.44,8.743,20.44
-21.5,89.407,20.44,8.743,20.44
-21.4,89.383,20.44,8.743,20.44
-21.3,89.407,20.44,8.743,20.44
-21.2,89.407,20.44,8.766,20.44
-21.1,89.383,20.44,8.743,20.44
-21.0,89.383,20.44,8.766,20.44
-20.9,89.383,20.44,8.743,20.44
-20.8,89.407,20.44,8.766,20.44
-20.7,89.383,20.44,8.743,20.44
-20.6,89.383,20.44,8.766,20.44
-20.5,89.383,20.44,8.743,20.44
-20.4,89.383,20.44,8.743,20.44
-20.3,89.407,20.44,8.743,20.44
-20.2,89.383,20.44,8.743,20.44
-20.1,89.383,20.44,8.766,20.44
-20.0,89.407,20.44,8.743,20.44
-19.9,89.407,20.44,8.743,20.44
-19.8,89.407,20.44,8.743,20.44
-19.7,89.383,20.44,8.743,20.44
-19.6,89.407,20.44,8.766,20.44
-19.5,89.383,20.44,8.766,20.44
-19.4,89.383,20.44,8.766,20.44
-19.3,89.407,20.44,8.766,20.44
-19.2,89.407,20.44,8.766,20.44
-19.1,89.407,20.44,8.743,20.44
-19.0,89.407,20.44,8.766,20.44
-18.9,89.407,20.44,8.743,20.44
-18.8,89.407,20.44,8.790,20.44
-18.7,89.383,20.44,8.743,20.44
-18.6,89.407,20.44,8.743,20.44
-18.5,89.383,20.44,8.766,20.44
-18.4,89.383,20.44,8.743,20.44
-18.3,89.430,20.44,8.743,20.44
-18.2,89.383,20.44,8.766,20.44
-18.1,89.430,20.44,8.743,20.44
-18.0,89.383,20.44,8.743,20.44
-17.9,89.407,20.44,8.766,20.44
-17.8,89.407,20.44,8.766,20.44
-17.7,89.407,20.44,8.766,20.44
-17.6,89.383,20.44,8.743,20.44
-17.5,89.407,20.44,8.743,20.44
-17.4,89.383,20.44,8.743,20.44
-17.3,89.383,20.44,8.743,20.44
-17.2,89.407,20.44,8.743,20.44
-17.1,89.407,20.44,8.743,20.44
-17.0,89.383,20.44,8.743,20.44
-16.9,89.407,20.44,8.743,20.44
-16.8,89.407,20.44,8.743,20.44
-16.7,89.383,20.44,8.743,20.44
-16.6,89.383,20.44,8.743,20.44
-16.5,89.407,20.44,8.743,20.44
-16.4,89.383,20.44,8.766,20.44
-16.3,89.383,20.44,8.743,20.44
-16.2,89.383,20.44,8.766,20.44
-16.1,89.407,20.44,8.766,20.44
-16.0,89.383,20.44,8.766,20.44
-15.9,89.407,20.44,8.743,20.44
-15.8,89.383,20.44,8.766,20.44
-15.7,89.383,20.44,8.743,20.44
-15.6,89.407,20.44,8.766,20.44
-15.5,89.407,20.44,8.743,20.44
-15.4,89.407,20.44,8.743,20.44
-15.3,89.407,20.44,8.766,20.44
-15.2,89.407,20.44,8.766,20.44
-15.1,89.407,20.44,8.766,20.44
-15.0,89.407,20.44,8.743,20.44
-14.9,89.407,20.44,8.743,20.44
-14.8,89.407,20.44,8.766,20.44
-14.7,89.383,20.44,8.766,20.44
-14.6,89.383,20.44,8.806,20.44
-14.5,89.407,20.44,8.766,20.44
-14.4,89.383,20.44,8.766,20.44
-14.3,89.383,20.44,8.766,20.44
-14.2,89.407,20.44,8.766,20.44
-14.1,89.407,20.44,8.790,20.44
-14.0,89.407,20.44,8.743,20.44
-13.9,89.407,20.44,8.766,20.44
-13.8,89.430,20.44,8.766,20.44
-13.7,89.407,20.44,8.743,20.44
-13.6,89.383,20.44,8.766,20.44
-13.5,89.383,20.44,8.743,20.44
-13.4,89.430,20.44,8.743,20.44
-13.3,89.407,20.44,8.766,20.44
-13.2,89.383,20.44,8.766,20.44
-13.1,89.383,20.44,8.766,20.44
-13.0,89.383,20.44,8.743,20.44
-12.9,89.407,20.44,8.766,20.44
-12.8,89.383,20.44,8.766,20.44
-12.7,89.407,20.44,8.743,20.44
-12.6,89.383,20.44,8.766,20.44
-12.5,89.383,20.44,8.743,20.44
-12.4,89.407,20.44,8.766,20.44
-12.3,89.407,20.44,8.743,20.44
-12.2,89.407,20.44,8.743,20.44
-12.1,89.407,20.44,8.766,20.44
-12.0,89.407,20.44,8.766,20.44
-11.9,89.407,20.44,8.766,20.44
-11.8,89.383,20.44,8.766,20.44
-11.7,89.407,20.44,8.766,20.44
-11.6,89.407,20.44,8.766,20.44
-11.5,89.407,20.44,8.766,20.44
-11.4,89.407,20.44,8.719,20.44
-11.3,89.407,20.44,8.743,20.44
-11.2,89.430,20.44,8.766,20.44
-11.1,89.383,20.44,8.766,20.44
-11.0,89.430,20.44,8.766,20.44
-10.9,89.407,20.44,8.743,20.44
-10.8,89.407,20.44,8.766,20.44
-10.7,89.407,20.44,8.766,20.44
-10.6,89.407,20.44,8.766,20.44
-10.5,89.407,20.44,8.743,20.44
-10.4,89.383,20.44,8.766,20.44
-10.3,89.383,20.44,8.766,20.44
-10.2,89.407,20.44,8.743,20.44
-10.1,89.407,20.44,8.766,20.44
-10.0,89.407,20.44,8.743,20.44
-9.9,89.407,20.44,8.743,20.44
-9.8,89.383,20.44,8.743,20.44
-9.7,89.407,20.44,8.766,20.44
-9.6,89.407,20.44,8.790,20.44
-9.5,89.407,20.44,8.743,20.44
-9.4,89.383,20.44,8.743,20.44
-9.3,89.383,20.44,8.743,20.44
-9.2,89.407,20.44,8.766,20.44
-9.1,89.383,20.44,8.766,20.44
-9.0,89.383,20.44,8.743,20.44
-8.9,89.407,20.44,8.766,20.44
-8.8,89.407,20.44,8.766,20.44
-8.7,89.383,20.44,8.766,20.44
-8.6,89.407,20.44,8.766,20.44
-8.5,89.383,20.44,8.766,20.44
-8.4,89.407,20.44,8.766,20.44
-8.3,89.407,20.44,8.766,20.44
-8.2,89.407,20.44,8.766,20.44
-8.1,89.407,20.44,8.766,20.44
-8.0,89.407,20.44,8.790,20.44
-7.9,89.407,20.44,8.766,20.44
-7.8,89.407,20.44,8.743,20.44
-7.7,89.430,20.44,8.766,20.44
-7.6,89.407,20.44,8.766,20.44
-7.5,89.407,20.44,8.766,20.44
-7.4,89.407,20.44,8.790,20.44
-7.3,89.407,20.44,8.743,20.44
-7.2,89.407,20.44,8.766,20.44
-7.1,89.407,20.44,8.766,20.44
-7.0,89.407,20.44,8.743,20.44
-6.9,89.407,20.44,8.766,20.44
-6.8,89.407,20.44,8.766,20.44
-6.7,89.430,20.44,8.766,20.44
-6.6,89.407,20.44,8.766,20.44
-6.5,89.430,20.44,8.766,20.44
-6.4,89.407,20.44,8.743,20.44
-6.3,89.407,20.44,8.766,20.44
-6.2,89.407,20.44,8.766,20.44
-6.1,89.407,20.44,8.743,20.44
-6.0,89.407,20.44,8.743,20.44
-5.9,89.407,20.44,8.790,20.44
-5.8,89.407,20.44,8.766,20.44
-5.7,89.407,20.44,8.766,20.44
-5.6,89.407,20.44,8.790,20.44
-5.5,89.407,20.44,8.766,20.44
-5.4,89.407,20.44,8.790,20.44
-5.3,89.407,20.44,8.766,20.44
-5.2,89.407,20.44,8.743,20.44
-5.1,89.407,20.44,8.766,20.44
-5.0,89.407,20.44,8.766,20.44
-4.9,89.383,20.44,8.790,20.44
-4.8,89.407,20.44,8.766,20.44
-4.7,89.407,20.44,8.766,20.44
-4.6,89.407,20.44,8.766,20.44
-4.5,89.407,20.44,8.743,20.44
-4.4,89.407,20.44,8.766,20.44
-4.3,89.407,20.44,8.766,20.44
-4.2,89.407,20.44,8.790,20.44
-4.1,89.407,20.44,8.743,20.44
-4.0,89.407,20.44,8.766,20.44
-3.9,89.407,20.44,8.766,20.44
-3.8,89.407,20.44,8.766,20.44
-3.7,89.407,20.44,8.766,20.44
-3.6,89.407,20.44,8.766,20.44
-3.5,89.383,20.44,8.766,20.44
-3.4,89.407,20.44,8.766,20.44
-3.3,89.407,20.44,8.766,20.44
-3.2,89.407,20.44,8.766,20.44
-3.1,89.407,20.44,8.766,20.44
-3.0,89.407,20.44,8.766,20.44
-2.9,89.407,20.44,8.766,20.44
-2.8,89.430,20.44,8.766,20.44
-2.7,89.407,20.44,8.790,20.44
-2.6,89.407,20.44,8.766,20.44
-2.5,89.407,20.44,8.766,20.44
-2.4,89.407,20.44,8.766,20.44
-2.3,89.407,20.44,8.766,20.44
-2.2,89.407,20.44,8.766,20.44
-2.1,89.407,20.44,8.766,20.44
-2.0,89.383,20.44,8.766,20.44
-1.9,89.407,20.44,8.766,20.44
-1.8,89.407,20.44,8.766,20.44
-1.7,89.407,20.44,8.743,20.44
-1.6,89.430,20.44,8.766,20.44
-1.5,89.407,20.44,8.766,20.44
-1.4,89.407,20.44,8.766,20.44
-1.3,89.407,20.44,8.766,20.44
-1.2,89.407,20.44,8.766,20.44
-1.1,89.407,20.44,8.766,20.44
-1.0,89.407,20.44,8.766,20.44
-0.9,89.407,20.44,8.766,20.44
-0.8,89.407,20.44,8.766,20.44
-0.7,89.407,20.44,8.766,20.44
-0.6,89.430,20.44,8.766,20.44
-0.5,89.407,20.44,8.766,20.44
-0.4,89.407,20.44,8.719,20.44
-0.3,89.383,20.44,8.766,20.44
-0.2,89.407,20.44,8.766,20.44
-0.1,89.336,20.44,9.303,20.44
-0.0,82.779,20.44,14.763,20.44
0.1,63.565,20.44,26.804,20.44
0.2,46.151,20.44,40.581,20.44
0.3,46.790,20.44,46.869,20.44
0.4,46.869,20.44,46.782,20.44
0.5,46.727,20.44,46.672,20.44
0.6,46.688,20.44,46.625,20.44
0.7,46.688,20.44,46.625,20.44
0.8,46.688,20.44,46.625,20.44
0.9,46.704,20.44,46.672,20.44
1.0,46.727,20.44,46.696,20.44
1.1,46.743,20.44,46.696,20.44
1.2,46.743,20.44,46.711,20.44
1.3,46.767,20.44,46.735,20.44
1.4,46.767,20.44,46.711,20.44
1.5,46.743,20.44,46.696,20.44
1.6,46.743,20.44,46.711,20.44
1.7,46.743,20.44,46.696,20.44
1.8,46.743,20.44,46.696,20.44
1.9,46.727,20.44,46.711,20.44
2.0,46.727,20.44,46.696,20.44
2.1,46.743,20.44,46.672,20.44
2.2,46.704,20.44,46.696,20.44
2.3,46.727,20.44,46.672,20.44
2.4,46.704,20.44,46.648,20.44
2.5,46.704,20.44,46.672,20.44
2.6,46.704,20.44,46.648,20.44
2.7,46.704,20.44,46.648,20.44
2.8,46.688,20.44,46.648,20.44
2.9,46.688,20.44,46.648,20.44
3.0,46.688,20.44,46.648,20.44
3.1,46.688,20.44,46.625,20.44
3.2,46.688,20.44,46.648,20.44
3.3,46.688,20.44,46.625,20.44
3.4,46.688,20.44,46.625,20.44
3.5,46.664,20.44,46.625,20.44
3.6,46.688,20.44,46.625,20.44
3.7,46.664,20.44,46.625,20.44
3.8,46.640,20.44,46.625,20.44
3.9,46.664,20.44,46.625,20.44
4.0,46.640,20.44,46.625,20.44
4.1,46.664,20.44,46.601,20.44
4.2,46.664,20.44,46.625,20.44
4.3,46.640,20.44,46.601,20.44
4.4,46.664,20.44,46.601,20.44
