time,pres_1,temp_1,pres_2,temp_2
-30.1,89.209,20.15,28.698,20.05
-30.0,89.233,20.15,28.682,20.05
-29.9,89.209,20.15,28.682,20.05
-29.8,89.186,20.15,28.682,20.05
-29.7,89.209,20.15,28.658,20.05
-29.6,89.186,20.15,28.682,20.05
-29.5,89.186,20.15,28.658,20.05
-29.4,89.186,20.15,28.658,20.05
-29.3,89.209,20.15,28.658,20.05
-29.2,89.209,20.15,28.682,20.05
-29.1,89.209,20.15,28.658,20.05
-29.0,89.209,20.15,28.682,20.05
-28.9,89.233,20.15,28.682,20.05
-28.8,89.186,20.15,28.682,20.05
-28.7,89.233,20.15,28.682,20.05
-28.6,89.209,20.15,28.658,20.05
-28.5,89.209,20.15,28.682,20.05
-28.4,89.233,20.15,28.658,20.05
-28.3,89.209,20.15,28.642,20.05
-28.2,89.209,20.15,28.658,20.05
-28.1,89.209,20.15,28.682,20.05
-28.0,89.209,20.15,28.658,20.05
-27.9,89.186,20.15,28.682,20.05
-27.8,89.209,20.15,28.682,20.05
-27.7,89.209,20.15,28.682,20.05
-27.6,89.209,20.15,28.682,20.05
-27.5,89.186,20.15,28.682,20.05
-27.4,89.209,20.15,28.682,20.05
-27.3,89.209,20.15,28.682,20.05
-27.2,89.209,20.15,28.682,20.05
-27.1,89.209,20.15,28.658,20.05
-27.0,89.186,20.15,28.682,20.05
-26.9,89.186,20.15,28.658,20.05
-26.8,89.233,20.15,28.682,20.05
-26.7,89.209,20.15,28.682,20.05
-26.6,89.186,20.15,28.698,20.05
-26.5,89.162,20.15,28.682,20.05
-26.4,89.209,20.15,28.698,20.05
-26.3,89.209,20.15,28.682,20.05
-26.2,89.233,20.15,28.682,20.05
-26.1,89.209,20.15,28.682,20.05
-26.0,89.186,20.15,28.682,20.05
-25.9,89.186,20.15,28.682,20.05
-25.8,89.186,20.15,28.682,20.05
-25.7,89.209,20.15,28.658,20.05
-25.6,89.186,20.15,28.658,20.05
-25.5,89.209,20.15,28.658,20.05
-25.4,89.209,20.15,28.658,20.05
-25.3,89.209,20.15,28.682,20.05
-25.2,89.209,20.15,28.698,20.05
-25.1,89.186,20.15,28.682,20.05
-25.0,89.209,20.15,28.682,20.05
-24.9,89.186,20.15,28.682,20.05
-24.8,89.209,20.15,28.682,20.05
-24.7,89.209,20.15,28.682,20.05
-24.6,89.186,20.15,28.682,20.05
-24.5,89.209,20.15,28.682,20.05
-24.4,89.186,20.15,28.682,20.05
-24.3,89.209,20.15,28.658,20.05
-24.2,89.209,20.15,28.658,20.05
-24.1,89.186,20.15,28.682,20.05
-24.0,89.186,20.15,28.682,20.05
-23.9,89.186,20.15,28.682,20.05
-23.8,89.209,20.15,28.682,20.05
-23.7,89.209,20.15,28.682,20.05
-23.6,89.233,20.15,28.682,20.05
-23.5,89.186,20.15,28.682,20.05
