time,pres_1,temp_1,pres_2,temp_2
-30.0,89.841,20.05,28.966,20.05
-29.9,89.841,20.15,28.966,20.15
-29.8,89.841,20.05,28.982,20.05
-29.7,89.841,20.05,28.982,20.05
-29.6,89.841,20.05,28.966,20.05
-29.5,89.841,20.05,28.982,20.05
-29.4,89.841,20.15,28.966,20.15
-29.3,89.841,20.05,28.982,20.05
-29.2,89.841,20.05,28.982,20.05
-29.1,89.841,20.05,28.966,20.05
-29.0,89.841,20.05,28.982,20.05
-28.9,89.841,20.05,28.982,20.05
-28.8,89.841,20.05,28.966,20.05
-28.7,89.841,20.05,28.997,20.05
-28.6,89.841,20.05,28.966,20.05
-28.5,89.841,20.05,28.966,20.05
-28.4,89.841,20.15,28.997,20.15
-28.3,89.841,20.15,28.982,20.15
-28.2,89.841,20.05,28.982,20.05
-28.1,89.841,20.05,28.982,20.05
-28.0,89.841,20.15,28.997,20.15
-27.9,89.841,20.05,28.982,20.05
-27.8,89.841,20.05,28.966,20.05
-27.7,89.817,20.15,28.966,20.15
-27.6,89.841,20.15,28.982,20.15
-27.5,89.817,20.15,28.997,20.15
-27.4,89.817,20.15,28.966,20.15
-27.3,89.841,20.05,28.966,20.05
-27.2,89.817,20.05,28.982,20.05
-27.1,89.841,20.05,28.982,20.05
-27.0,89.841,20.05,28.997,20.05
-26.9,89.841,20.05,28.997,20.05
-26.8,89.841,20.05,28.982,20.05
-26.7,89.841,20.05,28.966,20.05
-26.6,89.841,20.05,28.982,20.05
-26.5,89.841,20.05,28.966,20.05
-26.4,89.864,20.15,28.997,20.15
-26.3,89.841,20.05,28.982,20.05
-26.2,89.841,20.15,28.982,20.15
-26.1,89.841,20.05,28.982,20.05
-26.0,89.817,20.05,28.982,20.05
-25.9,89.841,20.05,28.982,20.05
-25.8,89.841,20.15,28.966,20.15
-25.7,89.841,20.05,28.997,20.05
-25.6,89.841,20.05,28.997,20.05
-25.5,89.841,20.05,28.997,20.05
-25.4,89.841,20.15,28.966,20.15
-25.3,89.817,20.15,28.982,20.15
-25.2,89.841,20.05,28.966,20.05
-25.1,89.841,20.15,28.982,20.15
-25.0,89.841,20.05,28.966,20.05
-24.9,89.841,20.05,28.966,20.05
-24.8,89.841,20.05,28.997,20.05
-24.7,89.817,20.15,28.997,20.15
